Gene,SHAP_Importance
SNX3,0.00031735359762819827
APOC1,0.0003165592046951815
NAMPT,0.00031617184069176573
LGALS3,0.00031565808388108965
PLK2,0.00031535645280314386
DSG3,0.00031472491683416594
CYBB,0.00031416624016856077
NPDC1,0.00031087014994909625
TOB1,0.000310022922590889
S100A7A,0.00030965253490080615
PTPN1,0.00030954345196732903
BAMBI,0.00030883894049622997
CHGA,0.00030848842639670694
TMEM9,0.0003076737141918784
SLC39A11,0.0003065852742111019
KLHDC7A,0.0003044558007542619
RET,0.0003020789530228285
FNBP1L,0.0003018762139708997
LPGAT1,0.00030179760856185566
FOXM1,0.00030173634540460627
SLC39A1,0.00030140134811063035
SDCBP,0.0003010040480307907
HGSNAT,0.0003009082869084523
COL15A1,0.0002994761507579824
ANP32E,0.0002988409656472868
IPO7,0.00029821813322087107
CX3CL1,0.0002981802849967607
FKBP1A,0.00029807917170728617
ARSD,0.0002979564722136274
ANP32B,0.0002972914350988276
TNS3,0.0002972386041915343
SND1,0.00029457943271381736
PLP1,0.00029340392916537894
FAM38A,0.0002930698406589727
PTN,0.0002930380015516221
TGFBR2,0.0002925739646639158
FGD3,0.0002925166615250419
MYB,0.0002923235498701615
SH3PXD2A,0.00029104211553658386
GPC4,0.00029061058895877065
BAG1,0.00028730467976402
FRZB,0.00028537066518765644
DSC2,0.00028489890788932823
KDELR1,0.00028417587745707354
RAMP3,0.000283236359402963
LENG8,0.00028232761972560636
TPSB2,0.0002820649431419042
SEC22B,0.0002815987998485525
TMEM132A,0.0002810687447708915
CSNK1A1,0.00028000652841683407
AMIGO2,0.00027909733184401376
STARD3,0.0002790820704331054
FAM84B,0.000279005826687353
GARS,0.0002787623905851433
SUMO2,0.0002770938281074109
CTSH,0.00027655997198280604
PPP2R4,0.00027613089763136147
CDKN1A,0.0002759672170836325
ANKRD50,0.0002736386761672094
DNAJA4,0.0002707822443983332
RGL2,0.0002705381243045224
LCN2,0.00026998223552936906
CNOT1,0.000269952485198246
CPXM1,0.0002685473616475065
KIAA0182,0.0002683291104197849
ISLR,0.0002675668350411797
MTCH1,0.0002621143388410019
LPL,0.0002619192591555475
PROL1,0.000260940487685275
SPTLC2,0.00025760231855315397
TMEM150C,0.0002547271106706717
CDK16,0.0002544043604893886
MKI67,0.0002537328346693357
PNMT,0.0002527310887205658
PBXIP1,0.00025241982271381855
SCNN1A,0.0002518632578630786
EID1,0.0002500519974663362
STMN3,0.00024884453316644797
TOMM7,0.0002470641834679554
CYP4X1,0.00024547878198291075
PROM1,0.00024405898210261512
WBP2,0.00024382203226650746
GRIA2,0.00024143840966644347
PTK2,0.00023859258992729338
CAMK2N1,0.00023724539052864203
NAPA,0.00023374335628602693
PRR15L,0.00023347539512542427
LAMC2,0.00023291703061403268
SAR1A,0.00023140870304075634
SPTBN2,0.0002300611515647688
MPZ,0.00022849620266242709
TUBB3,0.00022559378550795372
SMG1,0.00022496239245299422
G3BP2,0.000222847180473309
IDS,0.0002218712515775678
LOXL2,0.0002188871706403006
CORO1A,0.00021778684086996237
PFKL,0.00021668262287334982
BAT1,0.00021666064543865104
TCN1,0.0002155508453870425
GLG1,0.00021375906996581762
VCAM1,0.00021189578257235553
TFAP2B,0.00021037994916753178
DGAT2,0.00020903337474010187
PGRMC1,0.00020722242695569548
COPE,0.0002068847135251417
GGT1,0.0002062475259765506
KLK7,0.00020583824739787816
RABAC1,0.00020555641309329077
GALNT10,0.00020549840456283164
KRT1,0.00020121436916808566
LGALS7,0.00019884005127096316
MET,0.00019879541163831505
HN1,0.00019727371905901237
SYAP1,0.00019260721406908488
SHROOM1,0.00019107709070340206
AMD1,0.00019060884772898135
DNAJC10,0.0001900989377361384
IL1R1,0.00018936186888439012
WIF1,0.00018827121916274337
NTS,0.00018788874504366504
UFC1,0.00018704628111663625
BCHE,0.0001868058754359936
LARP1,0.00018578136737232854
SAPS3,0.00017910858219522652
STK38L,0.00017818587426177146
SLC2A4RG,0.0001725137866924342
ZG16B,0.00016917632584181774
ANKRD17,0.00016405793538694979
NCALD,0.00016279946185932204
OAT,0.00016243218601317723
USP25,0.00016075341310170188
HNRNPH1,0.00016045628520259926
SLC27A2,0.00015902684140655765
PLA2G2A,0.00015898106400356936
SPON2,0.00015845906773748197
CSPG4,0.00015761346092403982
CHI3L2,0.00015727760168829263
CLCA2,0.00015420504719031668
EFR3A,0.00015112164176173337
GDF9,0.00015020316442019066
AQP5,0.0001498639136877955
CD14,0.0001468690212552559
NKX3-1,0.00014660387718663516
ARHGAP36,0.00014202266608435822
QSOX1,0.00013680472749030059
ZNF703,0.00013517481990447778
LIPA,0.0001310043957533935
LANCL2,0.00012783851022959424
FOXO3,0.000122653462915423
UGT2B4,0.00011914572804712976
GLYATL2,0.00011762523716924988
HPGD,0.00011599561925777379
COL9A3,0.00011429662240232119
XDH,0.00010747836702847736
PRR4,0.00010050646446870814
SERPINE2,9.775529362514135e-05
CST5,9.443244490284996e-05
GPM6A,9.267846084128451e-05
KLK10,9.23555904080331e-05
DSG1,8.944467448959159e-05
COL11A2,8.941273104028369e-05
KRT79,8.38391927209159e-05
KRT10,8.329886977207934e-05
ECEL1,7.711557317747975e-05
SPCS2P4,6.880695082159605e-05
CITED2,6.860404095448302e-05
KRT4,6.185267777482295e-05
LY6D,5.821676938083442e-05
CD177,5.6137884350846433e-05
HDC,5.573778181073408e-05
CXCL17,5.501024558412837e-05
SCGB3A1,5.4988870580388035e-05
SCGB1B2P,5.106003350377364e-05
MRC1,4.900229675860235e-05
IBSP,4.009770600958973e-05
NPTX1,3.9623650841349446e-05
KLK14,3.84613663447908e-05
ACSM1,3.514665465061739e-05
GSTM5,3.178902326339994e-05
LALBA,2.556841147566047e-05
DES,2.2649411251958184e-05
FGG,2.037765026642546e-05
CSN2,1.9603605367137788e-05
ACAN,1.90733621553818e-05
SMR3B,1.6398045987671138e-05
DMBT1,1.1553998754294526e-05
FGA,5.717196650323331e-06
LACRT,5.134126957244689e-06
CSN1S1,3.5040136458519556e-06
MYOC,2.9825997449961505e-06
CSN1S2A,1.1546483369498373e-08
